"","taphonomyValues","startAge","days"
"293",0.542991153127716,100,10
"294",0.549342762380863,100,10
"295",0.550417643227777,100,10
"296",0.561065242913464,100,10
"297",0.533237657479682,100,10
"298",0.528570658170425,100,10
"299",0.541558193827934,100,10
"300",0.543655058266258,100,10
"301",0.539148704258682,100,10
"302",0.562158999830907,100,10
"303",0.537776367901389,100,10
"304",0.555163175949641,100,10
"305",0.534289207343256,100,10
"306",0.522660431723577,100,10
"307",0.508530306831336,100,10
"308",0.566260746608238,100,10
"309",0.543738711376944,100,10
"310",0.546068527736335,100,10
"311",0.533205078510957,100,10
"312",0.535455040747959,100,10
"313",0.542934505317212,100,10
"314",0.557029741111805,100,10
"315",0.552801987626112,100,10
"316",0.540433752432742,100,10
"317",0.52577658993166,100,10
"318",0.542941268263157,100,10
"319",0.555991904211932,100,10
"320",0.534513603598102,100,10
"321",0.521951132195879,100,10
"322",0.539160200546471,100,10
"323",0.559420360568527,100,10
"324",0.555611303650383,100,10
"325",0.567048579347254,100,10
"326",0.558254874200131,100,10
"327",0.533144150389017,100,10
"328",0.559935243923571,100,10
"329",0.536080326876105,100,10
"330",0.551678497006014,100,10
"331",0.539275649860589,100,10
"332",0.518751865830139,100,10
"333",0.551051296592241,100,10
"334",0.559207348216349,100,10
"335",0.534948290769158,100,10
"336",0.534627736790435,100,10
"337",0.5259601399798,100,10
"338",0.524188649708622,100,10
"339",0.550148950887014,100,10
"340",0.53421747455928,100,10
"341",0.582002824771982,100,10
"342",0.539935087083328,100,10
"343",0.539160630743852,100,10
"344",0.534057098703903,100,10
"345",0.556751373590604,100,10
"346",0.544963847971179,100,10
"347",0.553949351142226,100,10
"348",0.559684366144123,100,10
"349",0.533298974390195,100,10
"350",0.561044907947025,100,10
"351",0.538999305844827,100,10
"352",0.572953017709602,100,10
"353",0.581935917641496,100,10
"354",0.538019055110295,100,10
"355",0.527711288704363,100,10
"356",0.531892037715127,100,10
"357",0.533619895875503,100,10
"358",0.549032990065012,100,10
"359",0.552137464575968,100,10
"360",0.543428454737421,100,10
"361",0.572542360004416,100,10
"362",0.553633510282716,100,10
"363",0.545561439668431,100,10
"364",0.548816973253844,100,10
"365",0.533812860250876,100,10
"366",0.513700748140969,100,10
"367",0.543980437672231,100,10
"368",0.541098857177941,100,10
"369",0.568096057441491,100,10
"370",0.542906053158232,100,10
"371",0.54499301357302,100,10
"372",0.551739881703947,100,10
"373",0.551792891218301,100,10
"374",0.53043853135072,100,10
"375",0.547966615053916,100,10
"376",0.556047852451196,100,10
"377",0.550677052190129,100,10
"378",0.562655076060514,100,10
"379",0.529100771895109,100,10
"380",0.553300480012542,100,10
"381",0.529953442905811,100,10
"382",0.492304681195926,100,10
"383",0.563081903686086,100,10
"384",0.537455306565555,100,10
"385",0.542299495044221,100,10
"386",0.523583519615755,100,10
"387",0.532959831506755,100,10
"388",0.555192588888285,100,10
"389",0.499467968221155,100,10
"390",0.519442148590684,100,10
"391",0.556675259143529,100,10
"392",0.559038280732584,100,10
