"","taphonomyValues","decayRate","startAge"
"240",0.515946784785767,5.5e-05,300
"241",0.505160901663372,5.5e-05,300
"242",0.509098527376618,5.5e-05,300
"243",0.513891572556036,5.5e-05,300
"244",0.500172745791129,5.5e-05,300
"245",0.503137385497608,5.5e-05,300
"246",0.509709186128645,5.5e-05,300
"247",0.510566819048707,5.5e-05,300
"248",0.507486878495849,5.5e-05,300
"249",0.506165867408314,5.5e-05,300
"250",0.521236643975059,5.5e-05,300
"251",0.509106025202006,5.5e-05,300
"252",0.513174119886608,5.5e-05,350
"253",0.513135219753138,5.5e-05,350
"254",0.506095176480183,5.5e-05,350
"255",0.516390301298884,5.5e-05,350
"256",0.514392465916807,5.5e-05,350
"257",0.507264688890442,5.5e-05,350
"258",0.504501274307298,5.5e-05,350
"259",0.507306635443546,5.5e-05,350
"260",0.510235802338722,5.5e-05,350
"261",0.511621396057368,5.5e-05,350
"262",0.508134881255517,5.5e-05,350
"263",0.498792894436598,5.5e-05,350
"264",0.513003680828283,5.5e-05,350
"265",0.510969821915527,5.5e-05,350
"266",0.505773754772723,5.5e-05,350
"267",0.505746490925754,5.5e-05,350
"268",0.508067238424841,5.5e-05,350
"269",0.499662762823291,5.5e-05,350
"270",0.50685723914669,5.5e-05,350
"271",0.508947060785398,5.5e-05,350
"272",0.515723008475927,5.5e-05,350
"273",0.51390525914989,5.5e-05,350
"274",0.516665162427425,5.5e-05,350
"275",0.505638966083988,5.5e-05,350
"276",0.512739578867828,5.5e-05,350
"277",0.515078084329888,5.5e-05,350
"278",0.517906975549097,5.5e-05,350
"279",0.511152026537422,5.5e-05,350
"280",0.50264462668191,5.5e-05,350
"281",0.509658532766856,5.5e-05,350
"282",0.508698266795961,5.5e-05,350
"283",0.515487729116108,5.5e-05,350
"284",0.502844613044202,5.5e-05,350
"285",0.518483672246941,5.5e-05,350
"286",0.514877719925015,5.5e-05,350
"287",0.512882193297873,5.5e-05,350
"288",0.52128289265066,5.5e-05,350
"289",0.502229939813995,5.5e-05,350
"290",0.511811558784637,5.5e-05,350
"291",0.51158678109149,5.5e-05,350
"292",0.507428206495789,5.5e-05,350
"293",0.512350611656827,5.5e-05,350
"294",0.513562860717372,5.5e-05,350
"295",0.507392325096016,5.5e-05,350
"296",0.502897373919037,5.5e-05,350
"297",0.506960998213086,5.5e-05,350
"298",0.503531183681219,5.5e-05,350
"299",0.512243628446957,5.5e-05,350
"300",0.5039317526437,5.5e-05,350
"301",0.509348678310886,5.5e-05,350
"302",0.511833909090293,5.5e-05,400
"303",0.502565136487179,5.5e-05,400
"304",0.506358778722361,5.5e-05,400
"305",0.521398275813674,5.5e-05,400
"306",0.514368646429397,5.5e-05,400
"307",0.511751853254974,5.5e-05,400
"308",0.508597208849141,5.5e-05,400
"309",0.509770475317261,5.5e-05,400
"310",0.500296960677027,5.5e-05,400
"311",0.503106135960733,5.5e-05,400
"312",0.518744735675581,5.5e-05,400
"313",0.517413981703636,5.5e-05,400
"314",0.514596642805174,5.5e-05,400
"315",0.511826188065239,5.5e-05,400
